,Status,Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Total expenditure, HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Adult Mortality,Polio,Diphtheria
1480,Developing,49.4,4,2.75,104.31447320000001,91.0,0,29.2,6,9.8,18.2,923.136931,21929.0,7.6,7.4,0.45299999999999996,10.8,493.3,89.0,91.0
1481,Developing,47.8,5,2.75,91.85432774,88.0,0,28.8,6,8.85,27.3,934.428563,199993.0,8.0,7.8,0.447,10.7,520.7,86.0,88.0
1482,Developing,46.2,4,2.69,9.18432717,9.0,2,28.3,6,8.47,30.0,918.432717,1982287.0,8.4,8.3,0.44,10.6,589.6,87.0,88.0
1483,Developing,45.3,5,2.61,71.15577609,91.0,1,27.9,6,7.12,34.1,915.7757539999999,1965662.0,8.8,8.7,0.43700000000000006,10.7,620.1,88.0,89.0
1484,Developing,44.5,5,2.67,57.90369752,87.0,0,27.4,6,6.3,34.8,862.9463117999999,1949543.0,9.3,9.2,0.43700000000000006,10.7,637.1,88.0,89.0
1485,Developing,44.8,5,1.8,67.91361818,6.0,31,26.9,7,6.96,34.6,781.5145936,1933728.0,9.7,9.7,0.439,10.7,626.7,89.0,90.0
1486,Developing,45.5,5,1.99,5.3009020410000005,17.0,1,26.4,7,7.13,33.8,63.636279,191897.0,1.2,1.1,0.44,10.5,607.9,90.0,90.0
1491,Developing,58.1,8,0.01,54.37396957,5.0,34,26.7,11,1.4,0.9,458.4651734,439737.0,6.7,6.5,0.426,9.9,310.1,62.0,63.0
1492,Developing,61.1,9,0.01,45.04892458,76.0,0,26.1,11,9.25,1.1,454.12222360000004,4286291.0,6.8,6.7,0.419,9.8,236.3,80.0,80.0
1493,Developing,67.0,9,0.01,48.09891474,8.0,43,25.6,12,1.19,1.2,415.361958,4181563.0,7.0,6.9,0.41600000000000004,9.6,239.5,80.0,80.0
1494,Developing,62.0,9,3.72,60.44658161,77.0,279,25.0,12,11.23,1.5,379.689583,47167.0,7.2,7.0,0.406,9.5,247.3,77.0,77.0
1495,Developing,59.7,9,3.64,41.91052416,47.0,2200,24.5,13,11.87,1.8,327.42597,3948125.0,7.4,7.2,0.40299999999999997,9.6,257.0,71.0,70.0
1496,Developing,59.2,10,3.75,5.592170255,64.0,6,24.0,13,14.39,2.1,33.667491,3811528.0,7.6,7.4,0.4,9.7,268.7,84.0,81.0
1497,Developing,58.6,10,3.88,40.03344077,64.0,1,23.4,14,11.83,2.4,232.61732,3662993.0,7.7,7.6,0.39399999999999996,9.8,277.8,79.0,75.0
1523,Developed,73.4,0,15.19,2211.744178,94.0,11,61.9,0,6.55,0.1,16554.97139,2932367.0,2.6,2.7,0.841,16.5,167.2,93.0,93.0
1524,Developed,73.0,0,15.04,1968.8168170000001,93.0,35,61.4,0,6.59,0.1,15712.82376,2957689.0,2.7,2.7,0.8340000000000001,16.4,178.8,93.0,93.0
1525,Developed,73.0,0,15.14,1807.071336,93.0,0,6.9,0,6.67,0.1,14341.836000000001,2987773.0,2.7,2.7,0.83,16.5,179.6,93.0,93.0
1526,Developed,72.8,0,12.66,1758.8227570000001,95.0,7,6.5,0,6.86,0.1,14357.73679,328115.0,2.7,2.8,0.826,16.7,183.8,92.0,92.0
1527,Developed,72.4,0,12.9,1423.8023859999998,94.0,2,6.0,0,7.9,0.1,11984.86857,397282.0,2.8,2.8,0.8240000000000001,16.8,188.5,95.0,95.0
1528,Developed,72.2,0,12.4,1446.529217,95.0,0,59.7,0,7.53,0.1,11837.3913,3162916.0,2.8,2.9,0.825,16.6,197.5,98.0,98.0
1529,Developed,71.1,0,13.3,1888.1499039999999,96.0,1,59.3,0,6.61,0.1,14961.568180000002,3198231.0,2.9,2.9,0.82,16.5,228.6,96.0,96.0
1530,Developed,72.0,0,13.4,1581.5119140000002,96.0,0,59.0,0,6.22,0.1,12297.91535,3231294.0,2.9,3.0,0.812,16.4,245.6,95.0,95.0
1531,Developed,76.0,0,12.7,116.50496100000001,95.0,1,58.7,0,6.2,0.1,924.642548,326999.0,3.0,3.0,0.807,16.4,234.0,94.0,94.0
1532,Developed,78.0,0,12.3,913.6995289999999,95.0,1,58.4,0,5.83,0.1,7863.1629,3322528.0,3.0,3.1,0.7979999999999999,16.2,227.7,93.0,94.0
1533,Developed,71.6,0,12.1,76.36187737,94.0,1,58.1,0,5.67,0.1,676.966998,337775.0,3.1,3.1,0.792,16.3,208.8,90.0,94.0
1534,Developed,71.6,0,11.29,80.99710054,95.0,1,57.8,0,6.46,0.1,555.535669,3415213.0,3.2,3.2,0.78,15.8,207.2,91.0,94.0
1535,Developed,71.4,0,11.0,561.9168642000001,94.0,103,57.5,0,6.4,0.1,4146.9879280000005,344367.0,3.3,3.3,0.77,15.3,206.7,97.0,95.0
1536,Developed,71.2,0,10.2,42.87208671,95.0,7,57.2,0,6.26,0.1,353.147337,347818.0,3.3,3.3,0.757,14.7,213.9,97.0,95.0
1537,Developed,71.6,0,9.87,373.26055319999995,98.0,19,56.9,0,6.46,0.1,3297.35471,3499536.0,3.4,3.4,0.745,14.0,200.0,92.0,94.0
1539,Developed,81.7,0,11.12,16255.16198,94.0,0,6.9,0,6.94,0.1,119172.7418,556319.0,1.0,0.9,0.892,13.9,54.65,99.0,99.0
1540,Developed,81.4,0,11.02,15515.752340000001,94.0,0,6.5,0,7.1,0.1,113751.85,54336.0,0.9,0.9,0.892,13.9,59.67,99.0,99.0
1541,Developed,81.1,0,11.34,2284.58215,94.0,2,6.1,0,7.18,0.1,16749.136000000002,53946.0,0.9,0.9,0.892,13.9,62.58,99.0,99.0
1542,Developed,88.0,0,11.5,17028.527980000003,95.0,6,59.6,0,7.34,0.1,115761.57699999999,518347.0,0.9,0.9,0.894,13.9,65.5,96.0,99.0
1543,Developed,86.0,0,11.36,2267.2521920000004,94.0,0,59.2,0,7.68,0.1,14965.361,56953.0,0.9,0.9,0.884,13.7,66.83,96.0,99.0
1544,Developed,83.0,0,11.42,2052.3930760000003,95.0,0,58.8,0,8.11,0.1,13198.6693,497783.0,0.9,0.9,0.888,13.5,66.87,96.0,99.0
1545,Developed,80.0,0,11.53,18961.3486,94.0,1,58.4,0,7.34,0.1,114293.8433,48865.0,0.9,0.9,0.887,13.5,68.75,96.0,99.0
1546,Developed,79.7,0,11.75,267.051312,87.0,0,57.9,0,6.8,0.1,1618.4928,479993.0,0.9,0.9,0.877,13.5,74.51,96.0,99.0
1547,Developed,79.4,0,11.98,15345.4907,95.0,8,57.5,0,7.75,0.1,89739.7117,472637.0,0.9,0.9,0.88,13.5,77.86,99.0,99.0
1548,Developed,78.8,0,11.84,1346.246697,95.0,0,57.0,0,7.95,0.1,8289.696409999999,465158.0,1.0,0.9,0.8740000000000001,13.5,81.14,99.0,99.0
1549,Developed,78.7,0,12.42,12372.051879999999,94.0,0,56.4,0,8.2,0.1,75716.3518,45895.0,1.0,0.9,0.867,13.5,79.39,99.0,99.0
1550,Developed,78.6,0,12.61,10111.38928,95.0,1,55.8,0,7.67,0.1,65445.8853,45163.0,1.0,0.9,0.865,13.6,84.85,99.0,98.0
1551,Developed,78.3,0,12.91,910.5062777999999,95.0,0,55.2,0,8.27,0.1,5293.64115,446175.0,1.0,0.9,0.86,13.5,86.58,99.0,99.0
1552,Developed,78.0,0,12.89,7877.33656,86.0,0,54.6,0,7.4,0.1,48179.4285,441525.0,1.0,1.0,0.8540000000000001,13.4,90.22,99.0,99.0
1553,Developed,77.8,0,13.14,8246.130437,77.0,0,54.0,0,7.48,0.1,48735.99549,4363.0,1.0,1.0,0.848,13.5,89.95,99.0,99.0
1555,Developing,65.1,29,0.01,5.339065673,73.0,3,2.0,39,3.4,0.3,452.4631926,2358981.0,7.2,7.1,0.509,10.3,224.7,73.0,73.0
1556,Developing,64.7,29,0.87,79.50882493,74.0,6,19.5,40,4.15,0.4,461.72372199999995,22961146.0,7.3,7.2,0.508,10.3,229.6,73.0,74.0
1557,Developing,64.3,30,0.87,59.97914461,7.0,2,19.0,42,3.46,0.4,443.9611,22346573.0,7.4,7.3,0.506,10.2,234.8,71.0,70.0
1558,Developing,63.8,31,0.97,78.79967196,73.0,0,18.5,43,4.24,0.4,454.963464,21743949.0,7.5,7.4,0.504,10.2,240.8,73.0,73.0
1559,Developing,63.3,32,1.03,76.60442169,7.0,1,18.0,45,4.86,0.5,412.739341,2115164.0,7.6,7.5,0.503,10.2,247.5,70.0,70.0
1560,Developing,62.8,33,0.91,71.16601203,77.0,0,17.6,47,4.7,0.5,415.6893226,2569121.0,7.7,7.6,0.5,9.7,253.7,76.0,77.0
1561,Developing,62.3,34,0.68,6.448762615,77.0,3,17.1,49,4.5,0.5,47.733253999999995,19996469.0,7.8,7.7,0.491,9.4,258.4,77.0,77.0
1562,Developing,61.9,35,0.71,55.43034455,84.0,0,16.7,51,4.98,0.6,377.8482928,19433523.0,7.9,7.8,0.483,9.1,261.4,83.0,84.0
1563,Developing,61.4,36,0.68,38.41870375,82.0,2,16.3,54,5.11,0.6,292.157443,1888268.0,8.0,7.9,0.478,9.0,263.3,83.0,85.0
1564,Developing,69.0,37,0.72,33.74786198,81.0,0,15.8,56,5.3,0.6,274.819723,18336724.0,8.1,8.0,0.473,8.9,265.2,80.0,85.0
1565,Developing,64.0,38,0.81,23.72796328,71.0,35558,15.4,58,4.89,0.6,245.1235876,1782997.0,8.2,8.1,0.466,8.7,267.5,74.0,78.0
1566,Developing,59.9,40,0.93,37.12894787,61.0,62233,15.0,60,4.81,0.7,316.7998965,17279141.0,8.3,8.3,0.457,8.5,268.4,65.0,66.0
1567,Developing,59.3,41,0.9,47.5262138,51.0,10795,14.7,63,5.29,0.7,262.28594810000004,16765117.0,8.5,8.4,0.462,8.3,270.9,61.0,62.0
1571,Developing,57.6,27,0.01,59.48744893,91.0,3,19.2,40,11.38,5.1,354.7253961,1768838.0,6.5,6.3,0.466,10.7,279.3,87.0,91.0
1572,Developing,56.7,29,0.01,55.83107625,89.0,1,18.8,42,1.96,6.3,332.922339,16577147.0,6.5,6.4,0.45899999999999996,10.7,298.4,89.0,89.0
1573,Developing,55.3,31,0.01,82.76865922,96.0,11,18.4,46,12.6,8.3,374.51882,169735.0,6.6,6.5,0.45399999999999996,10.7,324.8,95.0,96.0
1574,Developing,54.1,32,1.23,13.77617463,97.0,26,18.0,50,11.67,11.2,512.125451,15627618.0,6.7,6.6,0.444,10.6,343.7,97.0,97.0
1575,Developing,52.9,35,1.08,9.728005297000001,93.0,118712,17.6,54,1.5,13.7,458.8681744,1516795.0,6.8,6.7,0.43,10.2,366.3,86.0,93.0
1576,Developing,51.5,36,1.16,7.915071247999999,93.0,21,17.3,56,1.18,14.9,42.737965700000004,1471462.0,6.9,6.8,0.415,9.9,399.2,93.0,93.0
1577,Developing,50.0,36,1.27,74.34482999,91.0,20,16.9,58,1.7,16.9,372.842678,14271234.0,7.0,6.9,0.4,9.6,438.1,92.0,91.0
1578,Developing,48.5,37,1.18,4.269511381,87.0,143,16.6,59,9.31,19.3,32.2227274,1384969.0,7.1,7.0,0.387,9.7,476.9,88.0,87.0
1579,Developing,47.1,38,1.18,6.847033785,99.0,1,16.2,61,8.99,21.1,297.6971211,13429262.0,7.3,7.1,0.377,9.6,511.1,99.0,99.0
1580,Developing,46.0,39,1.04,5.670640102,93.0,184,15.9,62,8.2,22.4,28.3673842,1339711.0,7.4,7.2,0.371,9.7,535.4,94.0,93.0
1581,Developing,45.1,40,1.11,58.13583343,89.0,1116,15.5,65,7.82,23.4,274.2256294,1267638.0,7.5,7.4,0.366,10.0,548.9,94.0,89.0
1582,Developing,44.6,43,1.08,4.3753160939999995,84.0,167,15.2,70,6.35,24.2,26.152517,12336687.0,7.6,7.5,0.36200000000000004,10.3,550.1,85.0,84.0
1583,Developing,44.0,46,1.1,3.885394742,64.0,92,14.8,75,4.82,24.7,29.979897700000002,1213711.0,7.7,7.6,0.38799999999999996,10.4,547.4,79.0,64.0
1587,Developing,74.8,4,0.52,721.3655432,96.0,221,39.5,4,4.17,0.1,11183.96191,322817.0,7.6,7.4,0.7829999999999999,13.0,127.7,97.0,97.0
1588,Developing,74.6,3,0.53,110.6779711,96.0,195,38.5,4,4.2,0.1,1882.2784199999999,2976724.0,7.8,7.6,0.779,12.9,129.0,97.0,97.0
1589,Developing,74.5,3,0.53,101.609245,97.0,1868,37.4,4,4.1,0.1,1779.4964100000002,2917456.0,7.9,7.7,0.7759999999999999,12.9,129.3,97.0,97.0
1590,Developing,74.3,3,0.51,9.23002632,96.0,1569,36.3,4,3.89,0.1,145.1262,28635128.0,8.0,7.8,0.774,13.0,130.4,96.0,96.0
1591,Developing,74.1,3,0.49,65.56659662,96.0,73,35.3,4,3.99,0.1,971.3569869999999,28112289.0,8.2,8.0,0.764,12.8,131.5,96.0,96.0
1592,Developing,74.0,3,0.47,431.5452472,96.0,153,34.4,4,3.97,0.1,7326.744435,2765383.0,8.3,8.2,0.7559999999999999,12.6,132.7,97.0,97.0
1593,Developing,73.8,3,0.47,438.45192139999995,97.0,334,33.4,4,3.47,0.1,8513.629541,2711169.0,8.5,8.3,0.747,12.5,133.0,97.0,97.0
1594,Developing,73.7,3,0.43,409.9812523,96.0,394,32.5,4,3.61,0.1,7269.17114,26625845.0,8.7,8.5,0.736,12.3,135.3,97.0,97.0
1595,Developing,73.6,3,0.42,365.91139780000003,95.0,564,31.6,4,3.65,0.1,6222.9829549999995,26143566.0,8.8,8.6,0.732,12.7,136.6,95.0,95.0
1596,Developing,73.4,3,0.46,297.5913833,96.0,1407,3.7,4,3.29,0.1,5593.822995,25659393.0,9.0,8.8,0.7340000000000001,12.9,138.1,96.0,96.0
1597,Developing,73.2,3,0.49,315.6639322,94.0,5729,29.8,4,3.74,0.1,4955.477743,2517419.0,9.2,8.9,0.731,12.7,139.6,95.0,95.0
1598,Developing,73.1,3,0.48,264.24961290000005,95.0,632,28.8,4,3.95,0.1,4463.675893,2468873.0,9.3,9.1,0.7240000000000001,12.1,141.0,96.0,96.0
1599,Developing,72.9,4,0.49,216.70294810000001,95.0,408,27.9,4,3.4,0.1,4167.364387,24198811.0,9.5,9.3,0.723,12.0,142.7,94.0,94.0
1600,Developing,72.7,4,0.53,210.2417002,95.0,2198,27.0,5,3.4,0.1,3915.11546,2369897.0,9.7,9.4,0.725,11.9,144.4,95.0,96.0
1601,Developing,72.4,4,0.54,23.37167228,97.0,6187,26.0,5,3.4,0.1,445.17470999999995,2318568.0,9.8,9.6,0.715,11.6,145.1,98.0,98.0
1603,Developing,78.2,0,0.01,2051.748615,99.0,0,26.2,0,13.73,0.1,7716.2415,41.0,13.6,13.7,0.693,12.7,56.54,99.0,99.0
1604,Developing,77.9,0,0.01,1626.5911859999999,99.0,0,25.1,0,11.16,0.1,7112.33575,393.0,13.7,13.8,0.6829999999999999,12.4,59.26,99.0,99.0
1605,Developing,77.6,0,0.01,1259.940376,99.0,0,24.1,0,9.16,0.1,6541.7465,385.0,13.8,13.9,0.675,12.1,62.29,99.0,99.0
1606,Developing,77.3,0,1.92,1079.893546,96.0,0,23.1,0,8.11,0.1,6497.55443,377.0,13.9,14.0,0.6629999999999999,11.8,65.54,96.0,96.0
1607,Developing,76.7,0,1.83,91.13971812,97.0,0,22.1,0,7.93,0.1,633.79498,367.0,14.0,14.1,0.653,11.6,71.1,97.0,96.0
1608,Developing,76.3,0,1.59,100.50302099999999,98.0,6,21.2,0,9.22,0.1,597.1659,36.0,14.1,14.2,0.6509999999999999,11.8,76.1,98.0,98.0
1609,Developing,75.9,0,1.76,1077.712092,98.0,0,2.3,0,9.3,0.1,5828.621374,362.0,14.2,14.3,0.6409999999999999,11.8,80.33,98.0,98.0
1610,Developing,75.4,0,1.78,6.491488597999999,98.0,20,19.5,0,6.64,0.1,52.862285,349.0,14.3,14.4,0.632,11.9,82.97,98.0,98.0
1611,Developing,75.0,0,1.62,659.8499118,98.0,47,18.7,0,7.37,0.1,4428.522897999999,333.0,14.3,14.5,0.622,12.0,88.48,98.0,98.0
1612,Developing,74.3,0,1.47,620.9518909,98.0,1395,18.0,0,9.52,0.1,3488.4937689999997,321.0,14.4,14.5,0.625,12.1,92.79,98.0,98.0
1613,Developing,73.4,0,1.6,611.9093566,97.0,37,17.3,0,5.89,0.1,3853.33348,312.0,14.5,14.6,0.617,12.2,118.4,96.0,96.0
1614,Developing,72.7,0,1.75,491.4978908,98.0,75,16.7,0,5.9,0.1,3432.2478409999994,34.0,14.6,14.7,0.601,11.8,114.0,98.0,98.0
1615,Developing,71.8,0,1.95,4.299053392,98.0,926,16.2,0,5.78,0.1,32.37239,297.0,14.6,14.7,0.597,12.0,128.2,98.0,98.0
1616,Developing,78.0,0,1.98,41.30688803,98.0,0,15.6,0,5.84,0.1,298.67598,292.0,14.7,14.8,0.5870000000000001,11.8,135.4,97.0,98.0
1617,Developing,69.6,0,1.83,300.1621026,96.0,20,15.2,0,8.0,0.1,2182.9971100000002,286.0,14.8,14.8,0.5770000000000001,11.3,142.2,98.0,98.0
1619,Developing,57.8,52,0.01,46.56231672,73.0,290,23.2,85,6.86,1.6,825.5729915000001,16962846.0,7.9,7.7,0.43,8.2,281.1,62.0,66.0
1620,Developing,57.3,53,0.01,36.86104319,69.0,221,22.5,86,6.58,1.6,777.659139,16477818.0,8.1,7.9,0.42100000000000004,8.0,284.4,57.0,64.0
1621,Developing,57.2,53,0.01,96.5465827,66.0,341,21.9,88,6.47,1.5,777.3476868,16667.0,8.3,8.1,0.41100000000000003,7.7,280.5,65.0,65.0
1622,Developing,56.8,54,0.61,101.81139959999999,66.0,24,21.3,90,6.59,1.5,835.88998,1554989.0,8.5,8.3,0.40399999999999997,7.5,281.0,72.0,66.0
1623,Developing,56.5,54,0.6,9.585584394,72.0,1719,2.7,91,6.35,1.5,78.37763199999999,157585.0,8.8,8.5,0.396,7.3,282.8,77.0,73.0
1624,Developing,56.0,55,0.59,84.63438925,71.0,2939,2.2,93,6.85,1.6,697.153124,1466597.0,9.0,8.8,0.385,7.1,285.3,77.0,73.0
1625,Developing,55.5,55,0.57,102.1413744,74.0,98,19.6,94,6.74,1.6,689.6784227999999,14138216.0,9.2,9.0,0.36,5.8,287.5,74.0,74.0
1626,Developing,55.0,56,0.55,81.84050069999999,74.0,2,19.0,96,6.97,1.7,595.6368319000001,1367566.0,9.4,9.3,0.363,6.4,291.9,76.0,74.0
1627,Developing,54.3,57,0.53,67.70920683,9.0,128,18.5,98,6.56,1.8,521.6425796,1322764.0,9.7,9.5,0.35,6.1,297.9,79.0,78.0
1628,Developing,53.6,57,0.55,60.21211141,83.0,33,18.0,101,6.34,1.9,487.94255599999997,12798763.0,9.9,9.7,0.33799999999999997,5.8,302.4,78.0,77.0
1629,Developing,52.8,58,0.49,57.11644801,73.0,172,17.5,103,6.28,2.0,439.35729239999995,1239196.0,1.1,1.0,0.33299999999999996,5.5,310.0,70.0,69.0
1630,Developing,52.0,59,0.54,6.6604517770000005,79.0,232,17.0,106,6.25,2.2,391.791281,125128.0,1.3,1.2,0.318,5.2,315.8,67.0,63.0
1635,Developed,81.4,0,8.49,409.6000248,9.0,0,69.2,0,9.75,0.1,2618.9259899999997,427364.0,0.8,0.8,0.847,14.3,53.08,99.0,99.0
1636,Developed,81.1,0,8.58,374.29472830000003,94.0,0,68.8,0,9.89,0.1,2393.1888,423374.0,0.8,0.7,0.828,14.2,56.69,99.0,99.0
1637,Developed,81.0,0,7.67,343.123395,93.0,0,68.4,0,9.95,0.1,2193.8836,419455.0,0.8,0.7,0.821,14.1,56.77,99.0,99.0
1638,Developed,87.0,0,6.91,3601.287457,82.0,3,68.0,0,9.6,0.1,22821.847,416268.0,0.8,0.7,0.826,14.8,58.85,96.0,96.0
1639,Developed,83.0,0,7.91,278.06870510000005,75.0,0,67.6,0,8.3,0.1,2187.7946899999997,41458.0,0.8,0.7,0.8190000000000001,14.6,58.29,76.0,76.0
1640,Developed,82.0,0,7.38,335.5180568,86.0,1,67.1,0,8.33,0.1,2675.58259,412477.0,0.8,0.7,0.815,14.4,60.87,73.0,73.0
1641,Developed,80.0,0,7.14,2655.573684,86.0,1,66.6,0,8.15,0.1,21928.767000000003,49379.0,0.7,0.7,0.813,14.6,61.88,72.0,72.0
1642,Developed,79.6,0,7.45,2578.8883140000003,82.0,2,66.1,0,8.36,0.1,19375.5696,46724.0,0.7,0.7,0.8079999999999999,14.4,64.94,76.0,74.0
1643,Developed,79.3,0,8.84,2380.699796,86.0,1,65.6,0,8.93,0.1,16671.5672,4538.0,0.7,0.7,0.809,14.8,63.12,83.0,85.0
1644,Developed,79.0,0,6.41,2247.0356920000004,85.0,6,65.0,0,8.83,0.1,15835.346669999999,43834.0,0.7,0.7,0.805,14.8,62.73,94.0,92.0
1645,Developed,78.7,0,6.53,203.31574990000001,85.0,4,64.5,0,8.46,0.1,1519.5497,41268.0,0.7,0.7,0.797,14.2,64.21,89.0,89.0
1646,Developed,78.5,0,6.7,1678.392773,89.0,4,63.9,0,8.6,0.1,13689.98999,398582.0,0.7,0.7,0.79,13.8,66.29,94.0,94.0
1652,Developing,63.0,8,0.01,80.92679802,84.0,14,3.1,12,3.77,0.9,1326.6688199999999,46392.0,8.0,7.7,0.509,8.5,205.5,81.0,81.0
1653,Developing,62.7,8,0.01,8.88028118,8.0,62,29.4,12,3.63,1.1,145.57838,394617.0,8.1,7.9,0.501,8.2,207.5,80.0,80.0
1654,Developing,62.5,8,0.01,62.48419552,8.0,35,28.8,12,3.36,1.2,1364.283745,383239.0,8.3,8.1,0.491,7.8,208.4,80.0,80.0
1655,Developing,62.2,8,0.01,79.27658464,75.0,234,28.1,12,2.87,1.2,1393.261593,3717672.0,8.5,8.3,0.48700000000000004,7.7,210.9,73.0,75.0
1656,Developing,62.0,8,0.01,8.353074798,64.0,1292,27.4,12,3.28,1.2,123.383675,369543.0,8.7,8.5,0.484,7.6,212.7,52.0,64.0
1657,Developing,61.7,8,0.01,11.14504291,64.0,322,26.8,12,3.79,1.2,146.83851,356288.0,8.9,8.7,0.47600000000000003,7.1,214.3,63.0,64.0
1658,Developing,61.4,8,0.02,61.76263795,74.0,4,26.1,12,3.23,1.3,1167.535689,347541.0,9.2,8.9,0.475,7.2,216.4,73.0,74.0
1659,Developing,61.2,8,0.02,7.35400072,74.0,11,25.5,12,3.54,1.3,113.3128,3312665.0,9.4,9.1,0.475,7.4,218.7,75.0,75.0
1660,Developing,69.0,8,0.01,55.79836969,68.0,22,24.8,12,3.21,1.3,944.134851,322653.0,9.6,9.4,0.466,7.2,221.3,68.0,68.0
1661,Developing,66.0,8,0.01,55.12187071,42.0,127,24.2,12,4.21,1.3,697.7451989,31372.0,9.8,9.6,0.461,7.2,223.9,71.0,71.0
1668,Developing,74.2,0,0.01,115.27842820000001,97.0,0,32.8,0,4.81,0.1,1153.93822,126934.0,7.0,6.9,0.769,14.7,147.8,98.0,97.0
1669,Developing,74.1,0,0.01,917.4676279999999,98.0,0,32.3,0,4.82,0.1,9637.265,1258653.0,7.0,7.0,0.765,14.7,145.2,98.0,98.0
1670,Developing,73.9,0,0.01,915.1859205,98.0,0,31.8,0,4.76,0.1,9291.227619,1255882.0,7.1,7.0,0.7559999999999999,14.3,151.0,98.0,98.0
1671,Developing,73.6,0,3.03,918.807245,98.0,2,31.3,0,5.2,0.1,9197.26972,125244.0,7.1,7.1,0.748,14.1,156.1,98.0,98.0
1672,Developing,73.3,0,2.95,0.10805597300000001,99.0,12,3.7,0,5.29,0.2,8.376432000000001,1254.0,7.2,7.2,0.74,14.0,162.0,99.0,99.0
1673,Developing,72.8,0,2.83,624.2361827999999,99.0,15,3.2,0,4.97,0.1,7318.12641,1247429.0,7.3,7.3,0.7340000000000001,13.8,165.4,99.0,99.0
1674,Developing,72.7,0,2.49,6.6489825,99.0,12,29.7,0,4.6,0.1,83.635,1244121.0,7.4,7.3,0.728,13.6,164.8,99.0,99.0
1675,Developing,72.9,0,3.24,582.5143743,97.0,13,29.1,0,4.24,0.1,6574.654338,123963.0,7.5,7.4,0.72,13.5,160.4,96.0,97.0
1676,Developing,71.8,0,3.73,502.38449460000004,97.0,3,28.6,0,4.38,0.1,5695.969327000001,1233996.0,7.6,7.5,0.713,13.4,162.1,98.0,97.0
1677,Developing,72.1,0,3.94,479.9234077,97.0,7,28.0,0,4.47,0.1,5116.45424,1228254.0,7.7,7.6,0.7040000000000001,13.0,163.8,97.0,97.0
1678,Developing,71.9,0,4.16,509.3899943,98.0,28,27.5,0,4.29,0.1,5229.876738,12213.0,7.8,7.7,0.696,12.8,163.6,98.0,98.0
1679,Developing,71.5,0,4.08,407.779262,97.0,777,26.9,0,4.15,0.1,4623.347642000001,121337.0,7.9,7.8,0.687,12.6,168.4,99.0,99.0
1680,Developing,71.5,0,4.14,369.6317105,88.0,0,26.4,0,4.24,0.1,3957.51296,124621.0,7.9,7.9,0.6829999999999999,12.5,173.1,88.0,88.0
1681,Developing,71.5,0,4.38,70.15536981,92.0,0,25.8,0,3.87,0.1,3792.1821520000003,1196287.0,8.0,8.0,0.6729999999999999,12.2,171.5,93.0,92.0
1682,Developing,71.0,0,4.6,336.32133260000006,88.0,0,25.3,0,3.78,0.1,3861.3241399999997,1186873.0,8.1,8.1,0.667,12.1,171.8,88.0,88.0
1684,Developing,76.6,31,5.26,168.173753,84.0,3,62.8,36,6.3,0.1,1452.27766,1242216.0,1.6,1.5,0.754,13.1,129.1,87.0,87.0
1685,Developing,76.6,32,5.23,150.408875,82.0,0,62.1,37,6.3,0.1,1298.86766,122535969.0,1.6,1.5,0.753,12.9,126.8,83.0,83.0
1686,Developing,76.3,33,5.29,112.69648600000001,99.0,0,61.5,38,6.21,0.1,982.5325720000001,1282837.0,1.6,1.5,0.748,12.7,130.0,99.0,99.0
1687,Developing,76.1,34,5.3,1117.196097,98.0,3,6.8,39,6.4,0.1,9834.472689,119917.0,1.6,1.6,0.745,12.6,132.9,97.0,97.0
1688,Developing,75.6,35,5.21,1033.0397369999998,93.0,0,6.1,40,6.39,0.1,8959.581415999999,117318941.0,1.6,1.6,0.7390000000000001,12.5,135.6,95.0,95.0
1689,Developing,75.7,36,5.27,881.7364326999999,95.0,0,59.4,42,6.6,0.1,7748.123309999999,11555228.0,1.7,1.6,0.738,12.5,135.6,95.0,95.0
1690,Developing,75.6,37,5.36,159.87722639999998,97.0,0,58.7,43,6.6,0.1,9689.52887,11366189.0,1.7,1.6,0.735,12.3,133.0,96.0,96.0
1691,Developing,76.0,38,5.35,105.74761310000001,98.0,0,57.9,45,5.92,0.1,933.3416869999999,111836346.0,1.7,1.7,0.731,12.3,128.0,98.0,98.0
1692,Developing,75.8,40,5.11,980.2537444,98.0,23,57.2,47,5.83,0.1,8767.92258,1192378.0,1.8,1.7,0.723,12.2,131.4,98.0,98.0
1693,Developing,75.3,42,4.93,998.3498049000001,98.0,6,56.4,49,6.4,0.1,7986.798439,18472228.0,1.8,1.7,0.7190000000000001,12.2,133.6,98.0,98.0
1694,Developing,75.4,44,4.9,920.8284115,98.0,64,55.7,52,6.11,0.1,7199.59665,16995583.0,1.8,1.8,0.7140000000000001,12.1,132.3,98.0,98.0
1695,Developing,75.0,46,4.88,781.2062827999999,98.0,44,54.9,55,6.2,0.1,6751.998987000001,1564453.0,1.9,1.8,0.708,11.9,135.9,98.0,98.0
1696,Developing,75.0,49,4.77,12.185972300000001,97.0,0,54.1,58,5.52,0.1,716.8219,1435568.0,1.9,1.8,0.703,11.6,135.8,98.0,97.0
1697,Developing,75.0,52,4.86,13.31109532,97.0,3,53.2,62,5.35,0.1,731.378864,136768.0,1.9,1.9,0.7,11.6,135.5,97.0,97.0
